ico,nazev,obor,keyword,datum_vzniku,sidlo,mesto,kraj,psc
24564699,Elektrikář Ostrava s.r.o.,Elektroinstalace,elektrikář,2026-02-27,"Máchova 462, Nový Bohumín, 73581 Bohumín",Bohumín,Moravskoslezský kraj,73581
